"フィーチャID","形状(WKT)","行政区域コード （P29_001）","学校コード （P29_002）","学校分類 （P29_003）","名称 （P29_004）","所在地 （P29_005）","管理者コード （P29_006）","休校区分 （P29_007）","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"156","POINT(137.418911 34.746867)","23201","A123310001592","16011","にじの森幼稚園","豊橋市飯村北1-11-6","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"157","POINT(137.450244 34.756058)","23201","A123310001609","16011","ゆめの子幼稚園","豊橋市岩崎町字山神1-11","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"158","POINT(137.419553 34.733352)","23201","A123310001618","16011","寿泉寺みゆき幼稚園","豊橋市東幸町字東明128","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"159","POINT(137.400541 34.721974)","23201","A123310001627","16011","高師台幼稚園","豊橋市浜道町字管石24","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"160","POINT(137.439046 34.791495)","23201","A123310001636","16011","むさしの幼稚園","豊橋市石巻町字間場83-23","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"161","POINT(137.366243 34.746958)","23201","A123310001645","16011","寿泉寺いずみ幼稚園","豊橋市牟呂町字百間60","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"162","POINT(137.355611 34.68357)","23201","A123310001654","16011","富士見幼稚園","豊橋市富士見台1-14-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"163","POINT(137.372176 34.673749)","23201","A123310001663","16011","富士見台幼稚園","豊橋市富士見台6-6-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"164","POINT(137.164163 34.96348)","23202","A123310001672","16011","愛隣学園愛隣幼稚園","岡崎市六供町西茶臼15","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"165","POINT(137.159222 34.960458)","23202","A123310001681","16011","岡崎女子短期大学付属嫩幼稚園","岡崎市魚町1-8","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"166","POINT(137.188913 34.957337)","23202","A123310001690","16011","岡崎女子短期大学付属第一早蕨幼稚園","岡崎市欠町狐ヶ入21","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"167","POINT(137.179546 34.931536)","23202","A123310001707","16011","聖カタリナ幼稚園","岡崎市大西町奥長入52","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"168","POINT(137.165144 34.944141)","23202","A123310001716","16011","みそのマリア幼稚園","岡崎市明大寺町向山2-120","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"169","POINT(137.161762 34.9289)","23202","A123310001725","16011","めぐみ幼稚園","岡崎市羽根町池下57-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"170","POINT(137.202904 34.917314)","23202","A123310001734","16011","竹の子幼稚園","岡崎市蓑川町字東屋敷16","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"171","POINT(137.200068 34.949527)","23202","A123310001743","16011","岡崎女子短期大学付属第二早蕨幼稚園","岡崎市洞町八王子10-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"172","POINT(137.257231 34.888636)","23202","A123310001752","16011","本宿幼稚園","岡崎市本宿町下ﾄｺｻﾌ1-9","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"173","POINT(137.185061 34.975454)","23202","A123310001761","16011","レオナ第一幼稚園","岡崎市真伝町字鐘鋳1-5","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"174","POINT(137.17783 34.997882)","23202","A123310001770","16011","レオナ第二幼稚園","岡崎市西阿知和町字御用田208-5","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"175","POINT(137.197348 34.979365)","23202","A123310001789","16011","かおる幼稚園","岡崎市滝町字芳殿80","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"176","POINT(137.135138 34.979191)","23202","A123310001798","16011","矢作学園橋目幼稚園","岡崎市橋目町字毘沙門11","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"177","POINT(137.153672 34.906096)","23202","A123310001805","16011","みやこ幼稚園","岡崎市福岡町字北西仲9-4","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"178","POINT(137.175486 34.92092)","23202","A123310001814","16011","白菊学園たつみ幼稚園","岡崎市緑丘1-2-3","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"179","POINT(137.153986 34.988924)","23202","A123310001823","16011","まこと幼稚園","岡崎市大門4-5-16","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"180","POINT(137.13138 34.987518)","23202","A123310001832","16011","矢作学園長瀬台幼稚園","岡崎市橋目町字割塚3-3","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"181","POINT(137.14468 34.929527)","23202","A123310001841","16011","みやこ第二幼稚園","岡崎市宮地町字柳畑58-3","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"182","POINT(137.124267 34.95599)","23202","A123310001850","16011","やはぎみやこ幼稚園","岡崎市富永町字平田10-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"183","POINT(136.781948 35.301164)","23203","A123310001869","16011","修文大学附属一宮幼稚園","一宮市日光町6","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"184","POINT(136.82508 35.320388)","23203","A123310001878","16011","一宮栽松幼稚園","一宮市大赤見字西川垂99-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"185","POINT(136.794836 35.282958)","23203","A123310001887","16011","大和東幼稚園","一宮市大和町妙興寺字才田32","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"186","POINT(136.758021 35.276462)","23203","A123310001896","16011","愛知文教女子短期大学附属萩原幼稚園","一宮市萩原町串作字流17-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"187","POINT(136.805571 35.304962)","23203","A123310001903","16011","真光幼稚園","一宮市大江1-3-5","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"188","POINT(136.809644 35.298701)","23203","A123310001912","16011","一宮聖光幼稚園","一宮市古金町1-40","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"189","POINT(136.80221 35.305315)","23203","A123310001921","16011","剱正幼稚園","一宮市本町1-4-24","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"190","POINT(136.805815 35.324538)","23203","A123310001930","16011","おじま幼稚園","一宮市北神明町3-68-5","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"191","POINT(136.858982 35.303908)","23203","A123310001949","16011","千秋幼稚園","一宮市千秋町佐野宇加村25","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"192","POINT(136.835534 35.341123)","23203","A123310001958","16011","平安幼稚園","一宮市浅井町小日比野堤南の切1622-11","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"193","POINT(136.811359 35.341792)","23203","A123310001976","16011","たんぽぽ幼稚園","一宮市島村字六反田55","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"194","POINT(136.793558 35.324035)","23203","A123310001985","16011","サンタマリア幼稚園","一宮市今伊勢町馬寄字桑屋敷34-2","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"195","POINT(136.821784 35.28224)","23203","A123310001994","16011","丹陽幼稚園","一宮市あずら1-18-16","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"196","POINT(136.827898 35.302654)","23203","A123310002001","16011","中田剱正幼稚園","一宮市北小渕字中田60","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"197","POINT(136.845817 35.322839)","23203","A123310002010","16011","西成幼稚園","一宮市春明字中切生7-2","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"198","POINT(136.848734 35.291392)","23203","A123310002029","16011","愛知文教女子短期大学附属一宮東幼稚園","一宮市千秋町小山字北川田1522-7","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"199","POINT(136.781776 35.32487)","23203","A123310002038","16011","今伊勢真光幼稚園","一宮市今伊勢町馬寄字西切戸7-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"200","POINT(136.779663 35.298467)","23203","A123310002047","16011","龍明寺幼稚園","一宮市大和町毛受字浜田28‐2","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"201","POINT(137.126775 34.952355)","23202","A123310002056","16011","矢作学園矢作白鳥幼稚園","岡崎市東本郷町字川原田39","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"202","POINT(137.142628 34.913581)","23202","A123310002065","16011","むつみみやこ幼稚園","岡崎市野畑町字花ﾉ木原50","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"203","POINT(137.113732 35.235532)","23204","A123310002074","16011","神戸学園瀬戸ひなご幼稚園","瀬戸市紺屋田町93-41","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"204","POINT(137.078524 35.216964)","23204","A123310002083","16011","雪の聖母幼稚園","瀬戸市東長根町91","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"205","POINT(137.075269 35.228173)","23204","A123310002092","16011","マリア幼稚園","瀬戸市苗場町8","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"206","POINT(137.093431 35.210743)","23204","A123310002109","16011","真貴幼稚園","瀬戸市原山台2-23-2","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"207","POINT(137.102008 35.211129)","23204","A123310002118","16011","菱野幼稚園","瀬戸市萩山台7-13-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"208","POINT(137.096831 35.203525)","23204","A123310002127","16011","はちまん幼稚園","瀬戸市八幡台4-14-1","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"209","POINT(137.07558 35.240847)","23204","A123310002136","16011","光和学園瀬戸幼稚園","瀬戸市すみれ台4-40-5","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
"210","POINT(136.944079 34.917752)","23205","A123310002145","16011","長根幼稚園","半田市長根町1-16","4","0","","","システム管理者","2023/07/12 15:38:22","システム管理者",""
